,과속방지턱관리번호,시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,설치장소,과속방지턱재료,과속방지턱형태구분,과속방지턱높이,과속방지턱폭,과속방지턱연장,도로유형구분,규격여부,위도,경도,보차분리여부,연속형여부,과속방지턱설치년도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
12745,127,서울특별시,은평구,연서로21길,서울특별시 은평구 연서로21길 16,서울특별시 은평구 갈현동 477-36,해당없음,1,1,0.1,3.6,6,1,Y,37.61496141,126.9161512,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12746,128,서울특별시,은평구,연서로21길,서울특별시 은평구 연서로21길 12,서울특별시 은평구 갈현동 476-12,해당없음,1,1,0.1,3.6,6,1,Y,37.61479834,126.9165504,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12747,129,서울특별시,은평구,연서로21길,서울특별시 은평구 연서로21길 8,서울특별시 은평구 갈현동 462-19,해당없음,1,1,0.1,3.6,6,1,Y,37.61466717,126.9168277,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12748,130,서울특별시,은평구,연서로21길,서울특별시 은평구 연서로21길 4,서울특별시 은평구 갈현동 462-55,해당없음,1,1,0.1,3.6,6,1,Y,37.61453128,126.9173049,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12749,131,서울특별시,은평구,연서로19길,서울특별시 은평구 연서로19길 4,서울특별시 은평구 갈현동 463-16,해당없음,1,1,0.1,3.6,3,1,Y,37.61367894,126.9170384,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12750,132,서울특별시,은평구,연서로19길,서울특별시 은평구 연서로19길 10,서울특별시 은평구 갈현동 466-9,해당없음,1,1,0.1,3.6,2,1,Y,37.61379686,126.9164999503,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12751,133,서울특별시,은평구,연서로19길,서울특별시 은평구 연서로19길 12,서울특별시 은평구 갈현동 466-19,해당없음,1,1,0.1,3.6,2,1,Y,37.61386725,126.9162842,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12752,134,서울특별시,은평구,연서로17길,서울특별시 은평구 연서로17길 13,서울특별시 은평구 갈현동 468-1,해당없음,1,1,0.1,3.6,4,1,Y,37.61278117,126.9157339,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12753,135,서울특별시,은평구,연서로17길,서울특별시 은평구 연서로17길 9,서울특별시 은평구 갈현동 468-5,해당없음,1,1,0.1,3.6,4,1,Y,37.61264983,126.9161500136,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12754,136,서울특별시,은평구,연서로17길,서울특별시 은평구 연서로17길 6,서울특별시 은평구 갈현동 464-21,해당없음,1,1,0.1,3.6,4,1,Y,37.61264549,126.9168938,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12755,137,서울특별시,은평구,연서로17길,서울특별시 은평구 연서로17길 28-3,서울특별시 은평구 갈현동 488-12,해당없음,1,1,0.1,3.6,3,1,Y,37.6136672,126.9142283,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12757,138,서울특별시,은평구,연서로17길,서울특별시 은평구 연서로17길 28-16,서울특별시 은평구 갈현동 472-4,해당없음,1,1,0.1,3.6,3,1,Y,37.61408928,126.9148102,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12758,139,서울특별시,은평구,연서로19길,서울특별시 은평구 연서로19길 26,서울특별시 은평구 갈현동 473-12,해당없음,1,1,0.1,3.6,3,1,Y,37.61435163,126.9149174,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12759,140,서울특별시,은평구,연서로21길,서울특별시 은평구 연서로21길 23,서울특별시 은평구 갈현동 473-1,해당없음,1,1,0.1,3.6,3,1,Y,37.61509334,126.9153159,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12760,141,서울특별시,은평구,연서로21길,서울특별시 은평구 연서로21길 24-12,서울특별시 은평구 갈현동 478-9,해당없음,1,1,0.1,3.6,5.5,1,Y,37.61568917,126.9158248,N,N,2017,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12761,142,서울특별시,은평구,연서로25길,서울특별시 은평구 연서로25길 17-35,서울특별시 은평구 갈현동 480-6,해당없음,1,1,0.0,3.6,3,1,Y,37.61629328,126.9163294,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12762,143,서울특별시,은평구,연서로25길,서울특별시 은평구 연서로25길 17-3,서울특별시 은평구 갈현동 480-10,해당없음,1,1,0.1,3.6,4,1,Y,37.61695484,126.9169112,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12763,144,서울특별시,은평구,연서로25길,서울특별시 은평구 연서로25길 20,서울특별시 은평구 갈현동 484-3,해당없음,1,1,0.1,3.6,4,1,Y,37.61732187,126.9168714,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12764,145,서울특별시,은평구,연서로27길,서울특별시 은평구 연서로27길 17-1,서울특별시 은평구 갈현동 483-16,해당없음,1,1,0.1,3.6,4,1,Y,37.61796656,126.9174209,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12765,146,서울특별시,은평구,연서로27길,서울특별시 은평구 연서로27길 20-4,서울특별시 은평구 갈현동 453-13,해당없음,1,1,0.1,3.6,4,1,Y,37.61851121,126.9175554,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12766,147,서울특별시,은평구,연서로29길,서울특별시 은평구 연서로29길 21-7,서울특별시 은평구 갈현동 453-4,해당없음,1,1,0.1,3.6,4,1,Y,37.61898102,126.917998,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12767,148,서울특별시,은평구,연서로27길,서울특별시 은평구 연서로27길 11-8,서울특별시 은평구 갈현동 482-8,해당없음,1,1,0.1,3.6,2,1,Y,37.61765811,126.9178824,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12768,149,서울특별시,은평구,연서로21길,서울특별시 은평구 연서로21길 14-3,서울특별시 은평구 갈현동 477-7,해당없음,1,1,0.1,3.6,2,1,Y,37.61506377,126.9161609,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12769,150,서울특별시,은평구,연서로21길,서울특별시 은평구 연서로21길 13,서울특별시 은평구 갈현동 475-1,해당없음,1,1,0.1,3.6,2,1,Y,37.61468911,126.9162571,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12770,151,서울특별시,은평구,연서로21길,서울특별시 은평구 연서로21길 13-3,서울특별시 은평구 갈현동 475-6,해당없음,1,1,0.0,3.6,2,1,Y,37.6144662,126.9161184,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12771,152,서울특별시,은평구,연서로17길,서울특별시 은평구 연서로17길 8,서울특별시 은평구 갈현동 464-19,해당없음,1,1,0.1,3.6,3,1,Y,37.61273729,126.9166185,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12772,153,서울특별시,은평구,연서로19길,서울특별시 은평구 연서로19길 8-8,서울특별시 은평구 갈현동 463-10,해당없음,1,1,0.0,3.6,3,1,Y,37.61391499,126.9169068,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12773,154,서울특별시,은평구,연서로25길,서울특별시 은평구 연서로25길 15,서울특별시 은평구 갈현동 480-11,해당없음,1,1,0.0,3.6,3,1,Y,37.61695028,126.917097,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12774,155,서울특별시,은평구,연서로25길,서울특별시 은평구 연서로25길 17,서울특별시 은평구 갈현동 480-1,해당없음,1,1,0.1,3.6,3,1,Y,37.61704913,126.9169769,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12775,156,서울특별시,은평구,연서로25길,서울특별시 은평구 연서로25길 8,서울특별시 은평구 갈현동 481-8,해당없음,1,1,0.1,3.6,3,1,Y,37.6168358,126.9179139,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12776,157,서울특별시,은평구,연서로25길,서울특별시 은평구 연서로25길 4,서울특별시 은평구 갈현동 460-39,해당없음,1,1,0.1,3.6,3,1,Y,37.61667732,126.9184409,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12777,158,서울특별시,은평구,연서로,서울특별시 은평구 연서로 195,서울특별시 은평구 갈현동 461-1,해당없음,1,1,0.1,3.6,33,1,Y,37.61638288,126.9184484,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12778,159,서울특별시,은평구,연서로17길,서울특별시 은평구 연서로17길 46-7,서울특별시 은평구 갈현동 497-17,해당없음,1,1,0.1,3.6,3,1,Y,37.61437704,126.9128118,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12779,160,서울특별시,은평구,연서로19길,서울특별시 은평구 연서로19길 35,서울특별시 은평구 갈현동 491-5,해당없음,1,1,0.1,3.6,3,1,Y,37.61457738,126.9138621,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12780,161,서울특별시,은평구,연서로19길,서울특별시 은평구 연서로19길 25,서울특별시 은평구 갈현동 472-1,해당없음,1,1,0.15,3.6,4,1,Y,37.61421382,126.9148436,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12781,162,서울특별시,은평구,연서로19길,서울특별시 은평구 연서로19길 19,서울특별시 은평구 갈현동 471-17,해당없음,1,1,0.0,3.6,2,1,Y,37.61394221,126.9155195,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12782,163,서울특별시,은평구,갈현로19길,서울특별시 은평구 갈현로19길 9-3,서울특별시 은평구 갈현동 509-6,해당없음,1,1,0.1,3.6,4,1,Y,37.61510879,126.911681,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12783,164,서울특별시,은평구,갈현로19길,서울특별시 은평구 갈현로19길 12,서울특별시 은평구 갈현동 521-28,해당없음,1,1,0.1,3.6,4,1,Y,37.61543378,126.9115631,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12784,165,서울특별시,은평구,갈현로21길,서울특별시 은평구 갈현로21길 13-7,서울특별시 은평구 갈현동 510-15,해당없음,1,1,0.1,3.6,4,1,Y,37.61575525,126.9119246,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12785,166,서울특별시,은평구,갈현로23길,서울특별시 은평구 갈현로23길 19-5,서울특별시 은평구 갈현동 511-26,해당없음,1,1,0.1,3.6,3,1,Y,37.61682819,126.9122199651,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12786,167,서울특별시,은평구,갈현로27길,서울특별시 은평구 갈현로27길 17,서울특별시 은평구 갈현동 517-46,해당없음,1,1,0.15,3.6,2,1,Y,37.61832851,126.9130673,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12787,168,서울특별시,은평구,갈현로27길,서울특별시 은평구 갈현로27길 31,서울특별시 은평구 갈현동 517-6,해당없음,1,1,0.0,3.6,4,1,Y,37.61890719,126.9118205,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12789,169,서울특별시,은평구,갈현로27길,서울특별시 은평구 갈현로27길 12,서울특별시 은평구 갈현동 516-19,해당없음,1,1,0.1,3.6,3,1,Y,37.61847663,126.9137995,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12790,170,서울특별시,은평구,갈현로27길,서울특별시 은평구 갈현로27길 7-1,서울특별시 은평구 갈현동 515-39,해당없음,1,1,0.1,3.6,3,1,Y,37.61817001,126.9140352,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12791,171,서울특별시,은평구,갈현로27길,서울특별시 은평구 갈현로27길 5,서울특별시 은평구 갈현동 504-59,해당없음,1,1,0.1,3.6,3,1,Y,37.61806879,126.9144771,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12792,172,서울특별시,은평구,갈현로27길,서울특별시 은평구 갈현로27길 6,서울특별시 은평구 갈현동 503-11,해당없음,1,1,0.1,3.6,2,1,Y,37.61830122,126.9144425,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12793,173,서울특별시,은평구,갈현로29길,서울특별시 은평구 갈현로29길 5-19,서울특별시 은평구 갈현동 503-24,해당없음,1,1,0.1,3.6,3,1,Y,37.61850003,126.9145089,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12794,174,서울특별시,은평구,갈현로29길,서울특별시 은평구 갈현로29길 5-6,서울특별시 은평구 갈현동 516-5,해당없음,1,1,0.1,3.6,4,1,Y,37.61911482,126.914452,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12795,175,서울특별시,은평구,갈현로29길,서울특별시 은평구 갈현로29길 8-3,서울특별시 은평구 갈현동 448-37,해당없음,1,1,0.1,3.6,3,1,Y,37.61964729,126.9145573,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12796,176,서울특별시,은평구,갈현로29길,서울특별시 은평구 갈현로29길 8-9,서울특별시 은평구 갈현동 448-19,해당없음,1,1,0.1,3.6,2,1,Y,37.61994803,126.9145459,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12797,177,서울특별시,은평구,갈현로31길,서울특별시 은평구 갈현로31길 10-6,서울특별시 은평구 갈현동 449-30,해당없음,1,1,0.1,3.6,2,1,Y,37.62030238,126.914909,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12798,178,서울특별시,은평구,갈현로31길,서울특별시 은평구 갈현로31길 10-9,서울특별시 은평구 갈현동 449-23,해당없음,1,1,0.0,3.6,3,1,Y,37.6204404,126.9150067,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12799,179,서울특별시,은평구,갈현로29길,서울특별시 은평구 갈현로29길 30,서울특별시 은평구 갈현동 258-9,해당없음,1,1,0.1,3.6,2,1,Y,37.62079334,126.9128232,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12800,180,서울특별시,은평구,갈현로27길,서울특별시 은평구 갈현로27길 7,서울특별시 은평구 갈현동 515-40,해당없음,1,1,0.1,3.6,2,1,Y,37.6181273,126.9141457,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12801,181,서울특별시,은평구,갈현로25길,서울특별시 은평구 갈현로25길 12-3,서울특별시 은평구 갈현동 515-4,해당없음,1,1,0.1,3.6,3,1,Y,37.61759891,126.9137112,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12802,182,서울특별시,은평구,갈현로25길,서울특별시 은평구 갈현로25길 11-3,서울특별시 은평구 갈현동 512-14,해당없음,1,1,0.1,3.6,3,1,Y,37.61713311,126.9136025,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12803,183,서울특별시,은평구,갈현로23길,서울특별시 은평구 갈현로23길 10,서울특별시 은평구 갈현동 512-11,해당없음,1,1,0.1,3.6,3,1,Y,37.6165665,126.9130112,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12804,184,서울특별시,은평구,갈현로23길,서울특별시 은평구 갈현로23길 9-4,서울특별시 은평구 갈현동 511-8,해당없음,1,1,0.15,3.6,3,1,Y,37.61642175,126.9125836,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12805,185,서울특별시,은평구,갈현로21길,서울특별시 은평구 갈현로21길 10,주소없음(유사주소 갈현동 511-12),해당없음,1,1,0.1,3.6,3,1,Y,,,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12806,186,서울특별시,은평구,갈현로21길,서울특별시 은평구 갈현로21길 5-4,서울특별시 은평구 갈현동 510-2,해당없음,1,1,0.1,3.6,3,1,Y,37.61580817,126.9125782,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12807,187,서울특별시,은평구,갈현로19길,서울특별시 은평구 갈현로19길 4-3,서울특별시 은평구 갈현동 510-22,해당없음,1,1,0.15,3.6,3,1,Y,37.61538696,126.9122136,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12808,188,서울특별시,은평구,갈현로19길,서울특별시 은평구 갈현로19길 5-9,서울특별시 은평구 갈현동 507-5,해당없음,1,1,0.1,3.6,3,1,Y,37.61486621,126.9119999,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12809,189,서울특별시,은평구,갈현로,서울특별시 은평구 갈현로 216,서울특별시 은평구 갈현동 494-15,해당없음,1,1,0.1,3.6,3,1,Y,37.61647097,126.9144608,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12810,190,서울특별시,은평구,연서로27길,서울특별시 은평구 연서로27길 31-6,서울특별시 은평구 갈현동 502-8,해당없음,1,1,0.1,3.6,2,1,Y,37.61867537,126.9157763,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12811,191,서울특별시,은평구,연서로25길,서울특별시 은평구 연서로25길 24-9,서울특별시 은평구 갈현동 110-8,해당없음,1,1,0.15,3.6,4,1,Y,37.61789242,126.9169234,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12812,192,서울특별시,은평구,서오릉로24길,서울특별시 은평구 서오릉로24길 14,서울특별시 은평구 갈현동 227-49,해당없음,1,1,0.1,3.6,4,1,Y,37.61794426,126.9075312,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12813,193,서울특별시,은평구,서오릉로24길,서울특별시 은평구 서오릉로24길 14-1,서울특별시 은평구 갈현동 227-48,해당없음,1,1,0.1,3.6,4,1,Y,37.61809695,126.9074909,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12814,194,서울특별시,은평구,갈현로,서울특별시 은평구 갈현로 224,서울특별시 은평구 갈현동 499-29,해당없음,1,1,0.1,3.6,8.5,1,Y,37.61699829,126.9150433,N,N,2018,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12815,195,서울특별시,은평구,갈현로,서울특별시 은평구 갈현로 231,서울특별시 은평구 갈현동 504-61,해당없음,1,1,0.1,3.6,8.5,1,Y,37.61768401,126.9148892,N,N,2018,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12816,196,서울특별시,은평구,갈현로,서울특별시 은평구 갈현로 252,서울특별시 은평구 갈현동 451-10,해당없음,1,1,0.1,3.6,8.5,1,Y,37.61928541,126.9157406,N,N,2018,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12817,197,서울특별시,은평구,연서로15길,서울특별시 은평구 연서로15길 2,서울특별시 은평구 구산동 1-16,해당없음,1,1,0.1,3.6,4,1,Y,37.61054389,126.9165721,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12818,198,서울특별시,은평구,연서로15길,서울특별시 은평구 연서로15길 6,서울특별시 은평구 구산동 1-32,해당없음,1,1,0.1,3.6,4,1,Y,37.61063684,126.9162814,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12819,199,서울특별시,은평구,연서로15길,서울특별시 은평구 연서로15길 12,서울특별시 은평구 구산동 2-27,해당없음,1,1,0.1,3.6,4,1,Y,37.61081862,126.9157118,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12821,200,서울특별시,은평구,연서로15길,서울특별시 은평구 연서로15길 16,서울특별시 은평구 구산동 3-31,해당없음,1,1,0.1,1.5,4,1,Y,37.61101522,126.9152176,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12822,201,서울특별시,은평구,연서로15길,서울특별시 은평구 연서로15길 34,서울특별시 은평구 구산동 219-3,해당없음,1,1,0.0,3.6,4,1,Y,37.61166586,126.9134064,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12823,202,서울특별시,은평구,연서로15길,서울특별시 은평구 연서로15길 36,서울특별시 은평구 구산동 216-8,해당없음,1,1,0.1,3.6,4,1,Y,37.61178075,126.9130622,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12824,203,서울특별시,은평구,연서로15길,서울특별시 은평구 연서로15길 46,서울특별시 은평구 구산동 216-25,해당없음,1,1,0.1,3.6,4,1,Y,37.61235801,126.9122018,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12825,204,서울특별시,은평구,갈현로,서울특별시 은평구 갈현로 170-2,서울특별시 은평구 구산동 213-8,해당없음,1,1,0.1,3.6,7,1,Y,37.61287539,126.9118751,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12826,205,서울특별시,은평구,서오릉로13길,서울특별시 은평구 서오릉로13길 6-13,서울특별시 은평구 구산동 215-20,해당없음,1,1,0.1,3.6,7,1,Y,37.61274116,126.9123864,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12827,206,서울특별시,은평구,서오릉로13길,서울특별시 은평구 서오릉로13길 6-1,서울특별시 은평구 구산동 215-2,해당없음,1,1,0.1,3.6,7,1,Y,37.61237769,126.9133505,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12828,207,서울특별시,은평구,서오릉로13길,서울특별시 은평구 서오릉로13길 5,서울특별시 은평구 구산동 220-1,해당없음,1,1,0.1,3.6,7,1,Y,37.6122833,126.9137639,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12829,208,서울특별시,은평구,서오릉로13길,서울특별시 은평구 서오릉로13길 3-2,서울특별시 은평구 구산동 220-5,해당없음,1,1,0.1,3.6,7,1,Y,37.6122214,126.9138888,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12830,209,서울특별시,은평구,서오릉로11길,서울특별시 은평구 서오릉로11길 8,서울특별시 은평구 구산동 5-1,해당없음,1,1,0.1,3.6,7,1,Y,37.61181398,126.9148904,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12831,210,서울특별시,은평구,서오릉로11길,서울특별시 은평구 서오릉로11길 3,서울특별시 은평구 구산동 3-48,해당없음,1,1,0.1,3.6,5,1,Y,37.6119846,126.9152254,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12832,211,서울특별시,은평구,서오릉로11길,서울특별시 은평구 서오릉로11길 12-1,서울특별시 은평구 구산동 6-16,해당없음,1,1,0.1,3.6,5,1,Y,37.61134519,126.9146368,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12833,212,서울특별시,은평구,서오릉로11길,서울특별시 은평구 서오릉로11길 14,서울특별시 은평구 구산동 6-17,해당없음,1,1,0.0,1.0,5,1,Y,37.61123964,126.9145732,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12834,213,서울특별시,은평구,서오릉로11길,서울특별시 은평구 서오릉로11길 20,서울특별시 은평구 구산동 7-4,해당없음,1,1,0.1,3.6,5,1,Y,37.61084287,126.9143547,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12835,214,서울특별시,은평구,서오릉로11길,서울특별시 은평구 서오릉로11길 28,서울특별시 은평구 구산동 9-10,해당없음,1,1,0.1,3.6,5,1,Y,37.61018759,126.9139952,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12836,215,서울특별시,은평구,연서로13길,서울특별시 은평구 연서로13길 22-1,서울특별시 은평구 구산동 9-48,해당없음,1,1,0.1,3.6,8,1,Y,37.61011158,126.9136685,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12837,216,서울특별시,은평구,연서로13길,서울특별시 은평구 연서로13길 28,서울특별시 은평구 구산동 9-17,해당없음,1,1,0.1,3.6,8,1,Y,37.61028093,126.9131292,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12838,217,서울특별시,은평구,연서로13길,서울특별시 은평구 연서로13길 38,서울특별시 은평구 구산동 11-20,해당없음,1,1,0.1,3.6,4,1,Y,37.61053426,126.9120006,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12839,218,서울특별시,은평구,연서로13길,서울특별시 은평구 연서로13길 44,서울특별시 은평구 구산동 11-29,해당없음,1,1,0.1,3.6,4,1,Y,37.61055617,126.9114246,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12840,219,서울특별시,은평구,갈현로,서울특별시 은평구 갈현로 154-4,서울특별시 은평구 구산동 11-3,해당없음,1,1,0.1,3.6,8,1,Y,37.61141957,126.9116341,N,N,,서울특별시 은평구청,02-351-7905,2020-07-01,3110000.0,서울특별시 은평구
12853,2020-3000000-06-0081,서울특별시,종로구,경희궁길 28(서광종합개발 맞은편),서울특별시 종로구 경희궁길 28(서광종합개발 맞은편),,도로,1,01,10.0,360.0,4.7,01,Y,37.5724736,126.9707995,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
12854,2020-3000000-06-0081,서울특별시,종로구,경희궁길 28(서광종합개발 옆),서울특별시 종로구 경희궁길 28(서광종합개발 옆),,도로,1,01,10.0,360.0,4.7,01,Y,37.5724736,126.9707995,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
12855,2020-3000000-06-0081,서울특별시,종로구,돈화문로11길 종로3가역 6번출구 앞,서울특별시 종로구 돈화문로11길 종로3가역 6번출구 앞,,도로,1,01,10.0,360.0,8,01,Y,37.56950585,126.9920825,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
12856,2020-3000000-06-0081,서울특별시,종로구,돈화문로11길 종로3가역 4번출구 앞,서울특별시 종로구 돈화문로11길 종로3가역 4번출구 앞,,도로,1,01,10.0,360.0,9.1,01,Y,37.56950585,126.9920825,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
