,무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
8379,F4426,서울특별시,강남구,특별시도,,논현로,1.0,서울특별시 강남구 논현로 50,,37.474868,127.047735,한영빌딩앞,1,60,,,99.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8380,F4429,서울특별시,금천구,특별시도,,금하로,1.0,서울특별시 금천구 금하로 783,,37.449949,126.916522,동일여고 앞,1,30,,,2.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8381,F4430,서울특별시,강남구,고속국도,51번,분당-내곡간 고속화도로,1.0,서울특별시 강남구 분당-내곡간 고속화도로,서울특별시 강남구 개포동 산 164-2,37.474783,127.060154,구룡터널북단 후방 50m,1,80,,,99.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8382,F4431,서울특별시,서초구,특별시도,,반포대로,2.0,서울특별시 서초구 반포대로 121,,37.490517,127.008117,사랑의교회앞,1,60,,,99.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8383,F4723,서울특별시,동대문구,특별시도,,사가정로,1.0,서울특별시 동대문구 사가정로 111,,37.57751,127.057498,전농동R,2,60,,,99.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8384,F4724,서울특별시,서초구,특별시도,,사평대로,2.0,서울특별시 서초구 사평대로 60,,37.497996,126.990826,서초구민체육센터 건너편,2,60,,,99.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8385,F4727,서울특별시,영등포구,특별시도,,여의대방로,2.0,서울특별시 영등포구 여의대방로 189,,37.503872,126.921592,해군회관R,2,50,,,99.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8386,F4729,서울특별시,강남구,지방도,23번,양재대로,1.0,서울특별시 강남구 양재대로,서울특별시 강남구 일원동 120-1,37.488571,127.08217,삼성의료원앞R,2,70,,,99.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8387,F4730,서울특별시,구로구,특별시도,,남부순환로,2.0,서울특별시 구로구 남부순환로,서울특별시 구로구 개봉동 67-1,37.501355,126.846381,개봉1동사거리,2,60,,,99.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8388,F4732,서울특별시,성북구,특별시도,,동소문로,1.0,서울특별시 성북구 동소문로 72,,37.59177,127.013506,성북구청입구R,2,50,,,99.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8389,F4733,서울특별시,동대문구,특별시도,,고산자로,1.0,서울특별시 동대문구 고산자로,서울특별시 동대문구 용두동 47-1,37.574234,127.038223,동대문구청사거리,2,50,,,99.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8390,F4734,서울특별시,강동구,일반국도,43번,천호대로,2.0,서울특별시 강동구 천호대로 1106,,37.534982,127.134362,강동성심병원앞R,2,50,,,99.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8391,F4736,서울특별시,강남구,특별시도,,도산대로,2.0,서울특별시 강남구 도산대로 502,,37.524,127.047768,청담R,2,60,,,99.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8392,F4737,서울특별시,광진구,특별시도,,광나루로,1.0,서울특별시 광진구 광나루로,서울특별시 광진구 광장동 535-4,37.541461,127.095891,올림픽대교북단사거리,2,60,,,99.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8393,F4738,서울특별시,성북구,특별시도,,한천로,1.0,서울특별시 성북구 한천로 636,,37.615173,127.058516,장위119안전센터 앞,2,60,,,99.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8394,F4741,서울특별시,노원구,특별시도,,동일로,2.0,서울특별시 노원구 동일로 1701,,37.680607,127.055306,홍파복지원앞R,2,60,,,99.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8395,F4742,서울특별시,동대문구,특별시도,,한천로,1.0,서울특별시 동대문구 한천로 300,,37.587731,127.068033,동일스위트리버@앞,2,50,,,2.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8396,F4746,서울특별시,서대문구,일반국도,48번,성산로,1.0,서울특별시 서대문구 성산로,서울특별시 서대문구 신촌동 1-142,37.568734,126.948354,금화터널출구 100m앞,1,50,,,99.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8397,F4747,서울특별시,용산구,특별시도,,백범로,2.0,서울특별시 용산구 백범로 260,,37.539971,126.959266,효창파크푸르지오@ 앞,1,60,,,99.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8398,F4748,서울특별시,도봉구,특별시도,,덕릉로,2.0,서울특별시 도봉구 덕릉로 279,,37.641765,127.040885,창림초교교차로 100m전,1,50,,,99.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8399,F4828,서울특별시,영등포구,일반국도,46번,영등포로,2.0,서울특별시 영등포구 영등포로,서울특별시 영등포구 영등포동2가 174-1,37.518799,126.912385,영등포로터리,2,60,,,99.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8400,F4829,서울특별시,영등포구,일반국도,46번,영등포로,2.0,서울특별시 영등포구 영등포로,서울특별시 영등포구 영등포동2가 174-1,37.518797,126.912269,영등포로터리,2,50,,,99.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8401,F4830,서울특별시,영등포구,일반국도,46번,영등포로,1.0,서울특별시 영등포구 영등포로,서울특별시 영등포구 영등포동1가 95-1,37.518594,126.913368,영등포로터리,2,60,,,99.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8402,F5035,서울특별시,강남구,특별시도,,개포로,1.0,서울특별시 강남구 개포로,서울특별시 강남구 개포동 155-4,37.487367,127.062321,수도공고 정문 앞,2,40,,,99.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8403,F5362,서울특별시,강서구,특별시도,,등촌로,2.0,서울특별시 강서구 등촌로,서울특별시 강서구 등촌동 561-1,37.541533,126.863225,등마초교 입구,2,50,,,2.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8404,F5363,서울특별시,양천구,특별시도,,등촌로,1.0,서울특별시 양천구 등촌로,서울특별시 양천구 목동 709-1,37.54265,126.863041,등마초교 건너편,2,50,,,2.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8405,F5364,서울특별시,영등포구,특별시도,,국회대로,1.0,서울특별시 영등포구 국회대로,서울특별시 영등포구 양평동3가 75-4,37.529865,126.892773,경인고속입구R,2,60,,,99.0,2009.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8406,F4393,서울특별시,강동구,일반국도,43번,천호대로,2.0,서울특별시 강동구 천호대로 1477,,37.547037,127.173246,상일2교 교차로,2,50,,,99.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8407,F4394,서울특별시,종로구,일반국도,6번,종로,2.0,서울특별시 종로구 종로,서울특별시 종로구 종로4가 126-4,37.570562,126.997896,종로4가R,2,50,,,99.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8408,F4396,서울특별시,노원구,특별시도,,화랑로,2.0,서울특별시 노원구 화랑로 727,,37.633234,127.102345,태릉선수촌입구 전방100m,1,60,,,99.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8409,F4397,서울특별시,강서구,일반국도,39번,개화동로,2.0,서울특별시 강서구 개화동로,서울특별시 강서구 개화동 403-2,37.582012,126.797667,"ADC항공해운 건너편 2,3차로",1,60,,,99.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8410,F4398,서울특별시,강서구,일반국도,39번,개화동로,2.0,서울특별시 강서구 개화동로,서울특별시 강서구 개화동 403-2,37.582007,126.797533,"ADC항공해운건너편 4,5차로",1,60,,,99.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8411,F4399,서울특별시,마포구,일반국도,48번,성산로,2.0,서울특별시 마포구 성산로,서울특별시 마포구 성산동 117-1,37.566072,126.914107,모래내고가차도종점,1,60,,,99.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8412,F4400,서울특별시,영등포구,특별시도,,도림천로,2.0,서울특별시 영등포구 도림천로,서울특별시 영등포구 대림동 616-1,37.504506,126.893395,신도림고가차도종점,1,50,,,99.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8413,F4401,서울특별시,구로구,특별시도,,서해안로,2.0,서울특별시 구로구 서해안로,서울특별시 구로구 항동 197-2,37.478231,126.820455,범박터널 전방500m,1,60,,,99.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8414,F4403,서울특별시,마포구,일반국도,48번,성산대교,1.0,서울특별시 마포구 성산로,서울특별시 마포구 성산동 565-9,37.560146,126.89651,성산대교 북단교차로,1,60,,,99.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8415,F4404,서울특별시,광진구,일반국도,3번,동일로,1.0,서울특별시 광진구 동일로 398,,37.565887,127.077604,현대오일뱅크 중원주유소앞,1,60,,,99.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8416,F4406,서울특별시,영등포구,고속국도,88번,올림픽대로,1.0,서울특별시 영등포구 올림픽대로,서울특별시 영등포구 양화동 1-161,37.546216,126.890233,한강공원양화지구 앞,1,80,,,99.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8417,F4407,서울특별시,강동구,고속국도,88번,올림픽대로,2.0,서울특별시 강동구 올림픽대로,서울특별시 강동구 고덕동 산 93-5,37.566302,127.146317,"고덕산입구 1,2차로",1,80,,,99.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8418,F4408,서울특별시,종로구,특별시도,,세검정로,2.0,서울특별시 종로구 세검정로 259,,37.602182,126.961096,방주목재앞,1,50,,,99.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8419,F4409,서울특별시,송파구,고속국도,88번,올림픽대로,1.0,서울특별시 송파구 올림픽대로,서울특별시 송파구 신천동 5,37.521761,127.099898,장미1차@ 15동 앞,1,80,,,99.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8420,F4410,서울특별시,종로구,특별시도,,창의문로,2.0,서울특별시 종로구 창의문로,서울특별시 종로구 궁정동 98-10,37.584201,126.972692,무궁화동산 앞,1,40,,,99.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8421,F4413,서울특별시,중랑구,특별시도,,북부간선도로,2.0,서울특별시 중랑구 북부간선도로,서울특별시 중랑구 신내동 296-2,37.616411,127.097554,신내IC 후방 100m,1,70,,,99.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8422,F4414,서울특별시,종로구,특별시도,,창의문로,2.0,서울특별시 종로구 창의문로,서울특별시 종로구 청운동 89-8,37.588061,126.972365,청운중학교 정문앞,1,50,,,99.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8423,F4415,서울특별시,용산구,고속국도,70번,강변북로,1.0,서울특별시 용산구 강변북로,서울특별시 용산구 이촌동 173-1,37.524079,126.95537,대림@101동 앞,1,80,,,99.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8424,F4416,서울특별시,강남구,지방도,23번,남부순환로,2.0,서울특별시 강남구 남부순환로,서울특별시 강남구 수서동 735,37.488197,127.100312,수서역 공영주차장 앞,1,60,,,99.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8425,F4417,서울특별시,양천구,특별시도,,목동서로,2.0,서울특별시 양천구 목동서로 225,,37.526989,126.869927,신시가지@705동앞,1,50,,,99.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8426,F4418,서울특별시,용산구,특별시도,,한강대로,2.0,서울특별시 용산구 한강대로 323,,37.547118,126.971614,갈월동오일뱅크주유소 건너편,1,50,,,99.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8427,F4419,서울특별시,도봉구,일반국도,3번,도봉로,2.0,서울특별시 도봉구 도봉로,서울특별시 도봉구 도봉동 637-1,37.689102,127.045344,도봉산역 1번출구 건너편,1,50,,,99.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8428,F4420,서울특별시,도봉구,특별시도,,도봉로,2.0,서울특별시 도봉구 도봉로 447,서울특별시 도봉구 쌍문동 83-8,37.645927,127.032865,강북힘찬병원 건너편,1,50,,,99.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8429,F4421,서울특별시,마포구,특별시도,,월드컵로,1.0,서울특별시 마포구 월드컵로 36,,37.552558,126.912392,GS25 합정웰빙점 건너편,1,60,,,99.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8430,F4424,서울특별시,마포구,특별시도,,만리재로,2.0,서울특별시 마포구 만리재로 89,,37.548437,126.959115,노블레스오피스텔앞,1,60,,,99.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8431,F3620,서울특별시,강서구,고속국도,88번,올림픽대로,1.0,서울특별시 강서구 올림픽대로,서울특별시 강서구 가양동 439-1,37.574074,126.844391,궁산근린공원 앞,1,80,,,99.0,2007.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8432,F4382,서울특별시,서초구,특별시도,,사평대로,1.0,서울특별시 서초구 사평대로 73,,37.498223,126.992399,서초소방서,2,60,,,99.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8433,F4383,서울특별시,용산구,특별시도,,효창원로,2.0,서울특별시 용산구 효창원로 137,,37.540307,126.961688,금양초교앞,2,30,,,2.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8434,F4385,서울특별시,도봉구,특별시도,,방학로,1.0,서울특별시 도봉구 방학로 101,,37.662881,127.042206,방학R,2,60,,,99.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
8435,F4387,서울특별시,양천구,특별시도,,안양천로,2.0,서울특별시 양천구 안양천로 1039,,37.534556,126.888006,양정중 앞,2,60,,,99.0,2008.0,서울지방경찰청,02-700-5031,2020-05-31,1320000,경찰청
9460,주정차단속-100,서울특별시,마포구,구도,없음,양화로18길,3.0,서울특별시 마포구 양화로18길 3,,37.557138,126.9245702893,홍대입구역 8번출구 주변,4,0,,,,2019.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
9461,주정차단속-099,서울특별시,마포구,구도,없음,백범로17길,3.0,서울특별시 마포구 백범로17길 38,,37.548775,126.944537,용강초등학교 후문 주변,4,0,,,2.0,2019.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
9462,주정차단속-098,서울특별시,마포구,구도,없음,대흥로20길,3.0,서울특별시 마포구 대흥로20길 28,,37.5499060881,126.946079,마포자이A3차주변,4,0,,,2.0,2019.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
9566,주정차단속-097,서울특별시,마포구,구도,48,월드컵북로,3.0,서울특별시 마포구 월드컵북로 332,,37.57588127,126.8949827,서동한우 주변,4,0,,,,2016.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
10520,주차64,서울특별시,강동구,시도,0,명일로,3.0,서울특별시 강동구 명일로 262,,37.542021,127.147479,강동에코포레,4,0,,,,,서울특별시 강동구청,02-3425-6317,2020-11-20,3240000,서울특별시 강동구
10521,주차65,서울특별시,강동구,시도,0,상일로,3.0,서울특별시 강동구 상일로15길 24,,37.558169,127.169929,고덕센트럴푸르지오,4,0,,,,,서울특별시 강동구청,02-3425-6317,2020-11-20,3240000,서울특별시 강동구
10572,주차59,서울특별시,강동구,시도,0,양재대로,3.0,서울특별시 강동구 양재대로156길 11,,37.556636,127.144803,명덕초교 앞,4,0,,,,,서울특별시 강동구청,02-3425-6317,2020-11-20,3240000,서울특별시 강동구
10573,주차60,서울특별시,강동구,시도,0,고덕로,3.0,서울특별시 강동구 고덕로80길 7,,37.556539,127.165508,상일파출소 앞,4,0,,,,,서울특별시 강동구청,02-3425-6317,2020-11-20,3240000,서울특별시 강동구
10574,주차61,서울특별시,강동구,시도,0,구천면로,3.0,서울특별시 강동구 구천면로93길 20,,37.5515426236,127.168561,고일초교 앞,4,0,,,,,서울특별시 강동구청,02-3425-6317,2020-11-20,3240000,서울특별시 강동구
10575,주차62,서울특별시,강동구,시도,0,고덕로,3.0,서울특별시 강동구 고덕로46길 53,,37.552208,127.146122,고명초교 앞,4,0,,,,,서울특별시 강동구청,02-3425-6317,2020-11-20,3240000,서울특별시 강동구
10576,주차63,서울특별시,강동구,시도,0,아리수로,3.0,서울특별시 강동구 아리수로98길 24,,37.564392,127.178237,강일초교 앞,4,0,,,,,서울특별시 강동구청,02-3425-6317,2020-11-20,3240000,서울특별시 강동구
11043,주정차단속-036,서울특별시,마포구,구도,175,와우산로,3.0,서울특별시 마포구 와우산로121,,37.55351011,126.9267561,삼진제약 앞,4,0,,,,2008.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11564,주정차단속-037,서울특별시,마포구,구도,175,와우산로,3.0,서울특별시 마포구 와우산로143,,37.55425026,126.9289464,한국영화아카데미 앞,4,0,,,,2008.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11565,주정차단속-038,서울특별시,마포구,구도,175,와우산로,3.0,서울특별시 마포구 와우산로82,,37.55174943,126.9237023,서교동 커피스미스 앞,4,0,,,,2007.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11566,주정차단속-039,서울특별시,마포구,구도,175,와우산로,3.0,서울특별시 마포구 와우산로72,,37.55087347,126.923409,커피빈 앞 삼거리,4,0,,,,2007.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11567,주정차단속-040,서울특별시,마포구,구도,147,홍익로,3.0,서울특별시 마포구 홍익로11,,37.5535043,126.9232886,서교초교(이철헤어),4,0,,,2.0,2007.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11568,주정차단속-041,서울특별시,마포구,구도,175,와우산로,3.0,서울특별시 마포구 와우산로 48,,37.54855612,126.923443,로하스타워 앞,4,0,,,,2015.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11569,주정차단속-042,서울특별시,마포구,구도,147,홍익로,3.0,서울특별시 마포구 홍익로1,,37.55284163,126.924009,서교초교(홍대앞삼거리),4,0,,,2.0,2007.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11570,주정차단속-043,서울특별시,마포구,구도,없음,잔다리로,3.0,서울특별시 마포구 잔다리로24,,37.55095807,126.9205525,수노래연습장 앞,4,0,,,,2013.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11571,주정차단속-044,서울특별시,마포구,구도,151,양화로18안길,3.0,서울특별시 마포구 양화로18안길 21,,37.55701251,126.9256707,윗잔다리어린이공원 앞,4,0,,,,2018.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11572,주정차단속-045,서울특별시,마포구,구도,985,와우산로35길,3.0,서울특별시 마포구 와우산로35길 53,,37.55644447,126.9279257,애경타운 주변,4,0,,,,2018.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11573,주정차단속-046,서울특별시,마포구,구도,없음,잔다리로,3.0,서울특별시 마포구 잔다리로71,,37.55389617,126.9165522,한국고려인삼 인근,4,0,,,,2013.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11574,주정차단속-047,서울특별시,마포구,구도,48,월드컵북로,3.0,서울특별시 마포구 월드컵북로31,,37.55713766,126.9187035,청기와예식장 앞,4,0,,,,2012.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11575,주정차단속-050,서울특별시,마포구,구도,173,동교로,3.0,서울특별시 마포구 동교로126,,37.55474286,126.9162027,서교가든 건너편,4,0,,,,2008.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11576,주정차단속-051,서울특별시,마포구,구도,47,양화로,3.0,서울특별시 마포구 양화로19,,37.54913864,126.9112479,홀트아동복지회 앞,4,0,,,,2005.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11577,주정차단속-052,서울특별시,마포구,구도,177,희우정로,3.0,서울특별시 마포구 희우정로14,,37.54882718,126.9092611,해태전시관 앞,4,0,,,,2005.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11578,주정차단속-053,서울특별시,마포구,구도,50,월드컵로,3.0,서울특별시 마포구 월드컵로1길 14,,37.55005106,126.9120616,마포한강푸르지오 앞,4,0,,,,2016.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11579,주정차단속-054,서울특별시,마포구,구도,1024,양화로3길,3.0,서울특별시 마포구 월드컵로1길 11,,37.54946379,126.9123022,한강푸르지오 4가,4,0,,,,2018.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11580,주정차단속-055,서울특별시,마포구,구도,173,동교로,3.0,서울특별시 마포구 동교로 24,,37.55204242,126.9052737,망원정 사거리,4,0,,,,2018.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11581,주정차단속-056,서울특별시,마포구,구도,50,월드컵로,3.0,서울특별시 마포구 양화로 45,,37.55150125,126.9139521,메세나폴리스 주변,4,0,,,,2015.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11582,주정차단속-057,서울특별시,마포구,구도,없음,독막로20나길,3.0,서울특별시 마포구 독막로20나길 22,,37.5460703,126.924894,밤섬래미안리베뉴 앞,4,0,,,,2017.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11583,주정차단속-058,서울특별시,마포구,구도,56,독막로,3.0,서울특별시 마포구 와우산로40,,37.54796851,126.9232037,상수역사거리 앞,4,0,,,,2010.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11584,주정차단속-059,서울특별시,마포구,구도,139,서강로9길,3.0,서울특별시 마포구 서강로9길36,,37.55389505,126.9316176,태영아파트 앞,4,0,,,,2010.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11585,주정차단속-060,서울특별시,마포구,구도,173,동교로,3.0,서울특별시 마포구 동교로198,,37.55765592,126.9230217,대양빌딩 앞,4,0,,,,2013.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11586,주정차단속-061,서울특별시,마포구,구도,없음,연희로,3.0,서울특별시 마포구 연희로 21,,37.56080082,126.9264980436,동광빌딩 앞(고려삼인근),4,0,,,,2014.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11587,주정차단속-062,서울특별시,마포구,구도,47,양화로,3.0,서울특별시 마포구 양화로133,,37.5552327,126.9209826,서교타워 앞(홍대입구 사거리),4,0,,,,2010.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11588,주정차단속-063,서울특별시,마포구,구도,50,월드컵로,3.0,서울특별시 마포구 월드컵로74,,37.5557804,126.9107285,망원역 1번출구 앞,4,0,,,,2010.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11589,주정차단속-064,서울특별시,마포구,구도,183,토정로,3.0,서울특별시 마포구 토정로56,,37.5445329,126.9164178,당인리발전소 앞,4,0,,,,2010.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11590,주정차단속-065,서울특별시,마포구,구도,56,독막로,3.0,서울특별시 마포구 독막로13,,37.54881348,126.9150641,합정프라자 약국 앞,4,0,,,,2010.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11605,주정차단속-023,서울특별시,마포구,구도,129,대흥로20길,3.0,서울특별시 마포구 대흥로20길28,,37.54990546,126.945536,마포아트센터 앞,4,0,,,,2010.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11606,주정차단속-024,서울특별시,마포구,구도,176,대흥로,3.0,서울특별시 마포구 대흥로53,,37.54552368,126.9395237,고등어김치찜 앞,4,0,,,,2005.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11607,주정차단속-025,서울특별시,마포구,구도,758,백범로1길,3.0,서울특별시 마포구 백범로1길 56,,37.55491917,126.9392942,창천초 앞,4,0,,,2.0,2018.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11608,주정차단속-026,서울특별시,마포구,구도,없음,백범로36가길,3.0,서울특별시 마포구 백범로36가길 76,,37.54563848,126.9458695,공덕파크자이 옆,4,0,,,,2018.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11609,주정차단속-027,서울특별시,마포구,구도,115,독막로,3.0,서울특별시 마포구 독막로291,,37.54473731,126.9454854,삼부골든타워 주변,4,0,,,,2011.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11610,주정차단속-028,서울특별시,마포구,구도,115,독막로,3.0,서울특별시 마포구 독막로 301,,37.54427645,126.946477,C&C 면세점 앞,4,0,,,,2005.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11611,주정차단속-029,서울특별시,마포구,구도,51,토정로,3.0,서울특별시 마포구 토정로221,,37.54498822,126.9356134,국민은행 앞,4,0,,,,2012.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11612,주정차단속-030,서울특별시,마포구,구도,135,광성로,3.0,서울특별시 마포구 광성로28,,37.54929169,126.9361574,벽산E솔렌스힐 상가 앞,4,0,,,,2011.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11613,주정차단속-031,서울특별시,마포구,구도,129,서강대길,3.0,서울특별시 마포구 서강대길 3,,37.54946996,126.9393439,하이마트 주변,4,0,,,,2015.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11614,주정차단속-032,서울특별시,마포구,구도,135,광성로,3.0,서울특별시 마포구 창전로88,,37.55023074,126.9332776,하나님의 교회 앞,4,0,,,,2011.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11615,주정차단속-033,서울특별시,마포구,구도,24,백범로,3.0,서울특별시 마포구 백범로38,,37.55122415,126.9375092,서강대학교 정문 앞,4,0,,,,2010.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11616,주정차단속-034,서울특별시,마포구,구도,56,독막로,3.0,서울특별시 마포구 독막로234,,37.54652197,126.9394957,마포세무서앞,4,0,,,,2007.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11617,주정차단속-035,서울특별시,마포구,구도,841,와우산로30길,3.0,서울특별시 마포구 와우산로30길 36,,37.5532633,126.9298391,와우공원 진입로,4,0,,,,2018.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
11858,주정차단속-019,서울특별시,마포구,구도,115,독막로,3.0,서울특별시 마포구 독막로 328,,37.54261595,126.9486009,대한통운 앞,4,0,,,,2005.0,마포구청,02-3153-9655,2020-10-29,3130000,서울특별시 마포구
